Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
1,3,Ferritin (ng/mL),Female,1,SUBGROUP_AND_OVERALL,Kiss 2015 (REDS-III HEIRS),2015,,,54.8,36.1,,58,27.1,22.4,,59,,,7.744744539463879,27.699999999999996,16.792039762766585,38.60796023723341,plasma ferritin,Low risk,"<p>""A stratified enrolment and randomization scheme was followed to ensure inclusion of participants with varying iron stores and a slight overrepresentation of women(60%female/40% male) and individuals 60 years and older (20%). Participants were assessed for iron status per protocol as iron depleted (“low ferritin,” ≤26 ng/mL) and iron-replete (“higher ferritin,” &gt;26 ng/mL) based on the ferritin measurement at enrolment""<br>""If the appropriate subgroup remained open, a centralized computer program randomized the participant to receive iron supplements or no iron""</p>",Low risk,"<p>Open label trial, standard care only, no placebo<br><br>appears to use mITT - including everyone in the primary analysis that attended at least 6 follow up visits (flow chart, Kiss 2015)</p>",Low risk,<p>none noted</p>,Low risk,"<p>Uses objective measure (blood analysis)<br>Open label trial, but this won't affect the blood draw and lab analysis<br><br>&nbsp;</p>",Low risk,"<p>Protocol and trial registration identified and checked.<br><br>Data not available in usable form for stratification (sex, ferritin levels), often only displayed graphically</p>",Low risk,<p>See individual comments</p>
1,3,Ferritin (ng/mL),Female,1,SUBGROUP_AND_OVERALL,Maghsudlu 2008,2008,,,26.06,20.336,,132,19.47,17.198,,120,,,13.389203390257528,6.59,1.9528161214276638,11.227183878572337,serum ferritin,Some concerns,"<p>Randomisation process not described<br>No obvious baseline imbalance for number of previous donations, but does not report age, sex.</p>",Some concerns,"<p>Not explicitly stated, but use of placebo in identical packets to iron intervention, suggests participants were blinded. Unclear for carers.<br><br>mITT, those who were able to donate remained in the study until the next stage. No protocol violations. appear to have used LOCF (last available reading)<br><br>&nbsp;</p>",High risk,"<p>Some withdrawals explained (deferral and pregnancy), many just did not return to donate - these people were excluded from the analysis<br><br>between groups at each visit, but no info on reason for dropout given<br><br>&nbsp;</p>",Low risk,"<p>Standard blood tests<br>Outcome assessors may be aware of assignment, no information of blinding them</p>",Some concerns,<p>No protocol or trial registration identified</p>,High risk,<p>See individual comments</p>
1,3,Ferritin (ng/mL),Female,1,SUBGROUP_AND_OVERALL,Mirrezaie 2008,2008,,,31.7,13.4,,39,13.5,6.5,,31,,,13.24869200826101,18.2,13.412306711496765,22.987693288503234,serum ferritin,Some concerns,"<p>Randomisation not described beyond ""random block design""<br>Demographics appear well balanced</p>",High risk,"<p>Use of a ""similar"" placebo pill.<br><br>Described as a double blind, placebo controlled trial. Likely participants and carers<br>PP analysis - 74% completed and analysed (starting N=95), number withdrawing and lost to follow-up given but no additional information. also excluded those who withdrew from adverse events<br><br>potentially due to size of dropout, but no info</p>",High risk,"<p>Large dropout (iron lost 10/49, placebo lost 15/46). More ""voluntary withdrawals"" and ""loss to follow up"" in placebo group, with no further explanation.<br>&nbsp;</p>",Low risk,"<p>Standard blood analysis<br>Described as double blind, unclear if this includes outcome assessors, though unlikely to be aware if in a separate lab.&nbsp;<br><br>Objective measure, cannot be influenced by knowledge of assignment<br>&nbsp;</p>",Some concerns,<p>No protocol or trial registration identified.</p>,High risk,<p>See individual comments</p>
1,3,Ferritin (ng/mL),Female,1,SUBGROUP_AND_OVERALL,Radtke 2004a,2004,,,26.1364,23.8621,,121,17.6,14.5,,47,,,12.140417433324988,8.536399999999997,2.5982629032886306,14.474537096711362,serum ferritin,Some concerns,"<p>Randomisation process not reported beyond ""block randomisation of variable length""<br>Baseline bloods (visit 0) reported for each subgroup, and sex have been analysed separately. No information on age and previous donations etc</p>",Some concerns,"<p>Described as double blind, placebo controlled. Unclear whether carers or outcome assessors blinded<br><br>Planned to analyse as ITT, where participants attended for at least one follow up.</p>",High risk,"<p>Large dropout from initial randomisation. Appear to be evenly distributed. Reasons for dropout are given though 15-20% ""unknown"" reason<br><br>Some dropouts for unknown reasons - may or may not be related to intervention/outcome</p>",Low risk,<p>Standard blood analysis.<br>&nbsp;</p>,Some concerns,<p>No protocol or trial registration identified.</p>,High risk,<p>See individual comments</p>
1,3,Ferritin (ng/mL),Female,1,SUBGROUP_AND_OVERALL,Waldvogel 2012,2012,,,28,9.8,,74,12.9,8.3,,71,,,14.804989740590127,15.1,12.148239886585918,18.05176011341408,serum ferritin,Low risk,"<p>""simple random allocation sequence without restriction was generated by<br><br>an independent pharmacy according to a pre-established computer-generated list. Each drug package was identified with a unique number according to the randomization schedule and given to the nurse in charge of the participant.<br><br>The code was held by the pharmacist and remained unbroken until the end of the trial. The allocation remained concealed from participants, care providers, investigators and the statistician until the end of the statistical analysis.""<br><br>&nbsp;</p>",Low risk,"<p>Quadruple blinded (participants, personnel, outcome assessors, statistical analysis)<br><br>mITT - ""Missing data from dropouts were not replaced and only donors who were followed-up after four weeks’ treatment were included in the analysis.""<br><br>&nbsp;</p>",Low risk,<p>Very small number of dropouts. All explained and unrelated to trial<br>&nbsp;</p>,Low risk,<p>Standard blood analysis<br>Fully masked study<br>&nbsp;</p>,Low risk,"<p>Protocol and trial registration available, and reported as stated<br>&nbsp;</p>",Low risk,<p>See individual comments</p>
1,3,Ferritin (ng/mL),Male,2,SUBGROUP_AND_OVERALL,Dara 2017,2017,,,39.5,39.2,,64,26.4,26.1,,62,,,7.259478240012446,13.100000000000001,1.5051508982633113,24.694849101736693,serum ferritin,Some concerns,<p>No information regarding randomisation process.<br><br>Some imbalance in blood tests and number of previous donations. This seems to influence the outcomes as they have attempted to perform a post-hoc subgroup analysis</p>,Low risk,"<p>Described as placebo controlled, single blind, assumed to be participants.<br><br>mITT appears to have been used - including those who returned to donate at visit 3 (first donation since commencement of treatment)<br><br>&nbsp;</p>",High risk,"<p>Only 64 and 62 per group by visit 3 (from 98 and 102)<br><br>Proportions missing are balanced between groups. Withdrawals some explained, other just ""did not show up""<br><br>&nbsp;</p>",Low risk,"<p>Standard blood tests<br><br>Described as single blinded, suggests outcome assessors were aware.<br><br>Standard blood tests in labs, unlikely to be affected by knowledge of assignment</p>",Some concerns,<p>No protocol or trial registration identified</p>,High risk,<p>see individual comments</p>
1,3,Ferritin (ng/mL),Male,2,SUBGROUP_AND_OVERALL,Kiss 2015 (REDS-III HEIRS),2015,,,64.6,28.7,,38,43.8,39.4,,38,,,5.081161241350265,20.799999999999997,5.301699387801898,36.2983006121981,plasma ferritin,Low risk,"<p>""A stratified enrolment and randomization scheme was followed to ensure inclusion of participants with varying iron stores and a slight overrepresentation of women(60%female/40% male) and individuals 60 years and older (20%). Participants were assessed for iron status per protocol as iron depleted (“low ferritin,” ≤26 ng/mL) and iron-replete (“higher ferritin,” &gt;26 ng/mL) based on the ferritin measurement at enrolment""<br>""If the appropriate subgroup remained open, a centralized computer program randomized the participant to receive iron supplements or no iron""</p>",Low risk,"<p>Open label trial, standard care only, no placebo<br><br>appears to use mITT - including everyone in the primary analysis that attended at least 6 follow up visits (flow chart, Kiss 2015)</p>",Low risk,<p>none noted</p>,Low risk,"<p>Uses objective measure (blood analysis)<br>Open label trial, but this won't affect the blood draw and lab analysis<br><br>&nbsp;</p>",Low risk,"<p>Protocol and trial registration identified and checked.<br><br>Data not available in usable form for stratification (sex, ferritin levels), often only displayed graphically</p>",Low risk,<p>See individual comments</p>
1,3,Ferritin (ng/mL),Male,2,SUBGROUP_AND_OVERALL,Pachikian 2020,2020,,,57.7891,33.5399,,23,60.02,36.616,,11,,,2.3307586418762334,-2.2309000000000054,-27.84534648037584,23.38354648037583,plasma ferritin,Some concerns,<p>Randomisation process not described.<br><br>Baseline comparison data for iron stores (table 1) show no significant differences between groups. Age and fitness level data in trial registry show no differences</p>,Some concerns,"<p>Described as single blinded, placebo-controlled<br>mITT, all those completing each follow up point<br>&nbsp;</p>",Low risk,<p>none noted</p>,Low risk,<p>Standard blood analysis</p>,Low risk,"<p>Trial registration available: ; prespecified analyses. Primary outcome (VO2 peak) only reported for final end point (in trial registration) or graphically, or in comparison to other groups. Not reported as raw data at each timepoint as with other outcomes.<br>&nbsp;</p>",Some concerns,<p>see individual comments</p>
1,3,Ferritin (ng/mL),Male,2,SUBGROUP_AND_OVERALL,Radtke 2004a,2004,,,32.2665,27.1017,,155,27.5,27.9,,71,,,10.377548092329466,4.766500000000001,-3.000064628961244,12.533064628961245,serum ferritin,Some concerns,"<p>Randomisation process not reported beyond ""block randomisation of variable length""<br>Baseline bloods (visit 0) reported for each subgroup, and sex have been analysed separately. No information on age and previous donations etc</p>",Some concerns,"<p>Described as double blind, placebo controlled. Unclear whether carers or outcome assessors blinded<br><br>Planned to analyse as ITT, where participants attended for at least one follow up.</p>",High risk,"<p>Large dropout from initial randomisation. Appear to be evenly distributed. Reasons for dropout are given though 15-20% ""unknown"" reason<br><br>Some dropouts for unknown reasons - may or may not be related to intervention/outcome</p>",Low risk,<p>Standard blood analysis.<br>&nbsp;</p>,Some concerns,<p>No protocol or trial registration identified.</p>,High risk,<p>See individual comments</p>
1,4,Ferritin (ng/mL) – reported as geometric mean,Female,1,SUBGROUP_AND_OVERALL,Gordeuk 1987a,1987,1.2,0.0929,,,,32,,,,19,,,32.814811246561526,3.3201169227365472,2.7674307033195413,3.9831806330034816,,Some concerns,<p>Randomisation process not reported.<br><br>no baseline demographic information</p>,High risk,"<p>Study described as double blind and use of placebo likely means participants and carers were blinded to allocation<br><br>PP used - excluded those who did not complete the trial due to side effects. Uneven dropouts - smallest drop out in placebo group (24%), largest in carbonyl iron group (37.5%), ferrous sulphate: 34.6% dropout<br><br>&nbsp;</p>",High risk,"<p>Some withdrawal explained, others not. missingness largely due to side effects</p>",Low risk,"<p>Standard blood tests<br>Described as double blind, but lab assessors unlikely to know assignment</p>",Some concerns,<p>No protocol or trial registration identified<br>&nbsp;</p>,High risk,<p>See individual comments</p>
1,4,Ferritin (ng/mL) – reported as geometric mean,Female,1,SUBGROUP_AND_OVERALL,Marks 2013 (FIRST),2013,1.603774,0.08996,,,,129,,,,128,,,33.24550973719044,4.971760486389003,4.168080591141928,5.930404125714594,,Low risk,"<p>""Allocation will be through central randomization by computer off-site... Randomisation will be carried out by Trident Clinical Research Pty Ltd. The sequence of allocation of carbonyl iron or placebo to donors will be ascertained via a computerised randomisation program. Donors will be assigned a numbered packet sequentially on enrolment""</p>",Low risk,"<p>Described as double-blind placebo-controlled. Assume to be participants and carers<br><br>""All analyses were performed on the intention-to-treat population. The safety population comprised all study participants enrolled in this study receiving a dose of the investigational product or placebo.""<br><br>&nbsp;</p>",Low risk,<p>none noted</p>,Low risk,"<p>However ""capillary Hb was measured during the donation interview process, Hb was not recorded for participants who were ineligible to donate due to reasons other than low Hb, such as illness"". Data presented for an unclear total.&nbsp;<br>Described as double blind, unclear if outcome assessors were blinded</p>",Some concerns,"<p>Trial protocol identified, though limited in detail</p>",Some concerns,<p>See individual comments</p>
