Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Guadagnoli 2000,2000,PUB,25735312,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: oncology</p><p>N health professionals: NR</p><p>N patients: 2314</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + local opinion leaders: Intervention 2: A&amp;F only</p>,<p>Clinical behaviour category: counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Gude 2016a,2016,PUB,25735314,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands</p><p>Setting: cardiology clinic</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 14,847</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1 (psychological rehab): A&amp;F + goal setting/action planning + educational outreach; Intervention 2 (physical rehab): A&amp;F + goal setting/action planning + educational outreach</p>,<p>Clinical behaviour category: counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>,
Gude 2016b,2016,PUB,25735316,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands</p><p>Setting: cardiology clinic</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 14,847</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1 (psychological rehab): A&amp;F + goal setting/action planning + educational outreach; Intervention 2 (physical rehab): A&amp;F + goal setting/action planning + educational outreach</p>,"<p>Clinical behaviour category: testing/exams, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>",
Guldberg 2011,2011,PUB,25735318,<p>Design: parallel cluster-RCT</p>,<p>Country: Denmark</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 158</p><p>N patients: 2716</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: variable</p><p>Instructions for improvement: not reported</p>",
Gulliford 2019,2019,PUB,25735320,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational materials + decision support + webinar</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Gullion 1988,1988,PUB,25735322,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family physicians</p><p>N health professionals: 84</p><p>N patients: 2583</p>,<p>Number of arms: 4</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational material + conference discussion</p>,"<p>Clinical behaviour category: testing/exams, treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Guthrie 2016,2016,PUB,25735324,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 170,659</p>",<p>Number of arms: 3</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F + behavioural change materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>,
Hallsworth 2016,2016,PUB,25735326,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 3227</p><p>N patients: NR</p>,"<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: patient-education materials; Intervention 1: A&amp;F + patient-education materials; Intervention 2: A&amp;F + patient-education materials (leaflet, poster, letter)</p>",<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Harris 2013,2013,PUB,25735328,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 154</p><p>N patients: 5646</p>,"<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F +
report cards (individual) + diabetes specialist/educator consultation support + pharmacist support + education; Intervention 2: A&amp;F + report cards (individual) + education</p>",<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Harris 2015,2015,PUB,25735330,<p>Design: parallel cluster-RCT</p>,"<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 122</p><p>N patients: 21,848</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + practice facilitation + group training</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Hayashino 2016,2016,PUB,25735332,<p>Design: parallel cluster-RCT</p>,<p>Country: Japan</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 192</p><p>N patients: 2199</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + reminders</p>,"<p>Clinical behaviour category: testing/exams, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Hayes 2001,2001,PUB,25735334,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F (from physicians) + guidelines + QI plan; Intervention 2: A&amp;F (written) + guidelines + QI plan</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Hayes 2002,2002,PUB,25735336,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 2365</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F (from physicians) + guidelines + QI plan; Intervention 2: A&amp;F (written) + guidelines + QI plan</p>,"<p>Clinical behaviour category: prescribing, diagnosis</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Hemkens 2017,2017,PUB,25735338,<p>Design: parallel cluster-RCT</p>,<p>Country: Switzerland</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 2900</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + guidelines</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Hemminiki 1992,1992,PUB,25735340,<p>Design: parallel cluster-RCT</p>,<p>Country: Finland</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of Groups: Control: no intervention; Intervention: A&amp;F</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: NR</p>,
Hendryx 1998,1998,PUB,25735342,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 224</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + education</p>,"<p>Clinical behaviour category: prescribing, testing/exams, treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Herbert 2004,2004,PUB,25735344,<p>Design: parallel cluster-RCT</p>,"<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 200</p><p>N patients: 12,598</p>",<p>Number of arms: 4</p><p>Description of groups: Intervention 1: education on thiazide diuretics + A&amp;F; Intervention 2: education on topics unrelated to main goal of study + A&amp;F; Control 1:  education on thiazide diuretics; Control 2: education on topics unrelated to main goal of study</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Hermans 2013,2013,PUB,25735346,<p>Design: parallel cluster-RCT</p>,"<p>Country: Belgium, Greece, Luxembourg, Portugal, Spain, UK</p><p>Setting: primary care + hospital outpatient clinics</p><p>Speciality: GP/family</p><p>N health professionals: 477</p><p>N patients: 4027</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F</p>,"<p>Clinical behaviour category: screening, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: tri-annually</p><p>Instructions for improvement: general</p>",
Herrin 2006,2006,PUB,25735348,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 92</p><p>N patients: 1891</p>,"<p>Number of arms: 3</p><p>Description of groups: Intervention 1: A&amp;F on diabetes processes of care, based on Medicare claims data; Intervention 2: A&amp;F on Medicare claims + feedback on clinical measures from medical record; Intervention 3: A&amp;F on Medicare claims + feedback on clinical measures from medical record + access to a diabetes resource nurse</p>","<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: manual chart review, patient-reported data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: not reported</p>",
Hillman 1998,1998,PUB,25735350,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + financial incentive</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: not reported</p>,
Hillman 1999,1999,PUB,25735352,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/paediatrics</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no feedback; Intervention 1: feedback alone; Intervention 2: feedback and financial incentives</p>,"<p>Clinical behaviour category: immunisation, screening</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: not reported</p>",
Hocking 2018,2018,PUB,25735354,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 586</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: education only; Intervention: A&amp;F + education + guidelines + reminders</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
