Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Roztocil 2013,2013,PUB,26536981,<p>2-arm active-controlled randomised trial</p>,"<p>247 women</p><p>Eligibility criteria: Singleton pregnancy of more than 36 weeks of pregnancy, cephalic presentation, and reactive non-stress test.</p>",<p>Vaginal dinoprostone Vs Osmotic cervical dilator</p>,"<p>Bishop score, mode of delivery, and time from induction to delivery.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Russell 2007,2007,PUB,26536983,<p>2-arm active-controlled randomised trial</p>,"<p>738 women</p><p>Eligibility criteria: women with a singleton live gestation between 28 and 42 weeks, a medical or obstetric indication for labour induction and an unripe cervix</p>",<p>100 mcg buccal misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Time from induction to vaginal delivery, mode of delivery, caesarean section due to non-reassuring fetal status, and tachysystole.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Sabzposh 2015,2015,PUB,26536985,<p>2-arm active-controlled randomised trial</p>,<p>160 women</p><p>Eligibility criteria: women with singleton term pregnancy</p>,<p>50 µg sublingual misoprostol Vs 50 µg oral misoprostol</p>,"<p>Vaginal delivery with in 24 hours, time from induction to delivery, mode of delivery, postpartum haemorrhage, and perinatal outcomes.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Sadiq 2020,2020,PUB,26536987,<p>2-arm active-controlled randomised trial</p>,"<p>120 women</p><p>Inclusion criteria: nulliparous and/or multiparous women admitted for term induction of labour (&gt;37 weeks) with singleton pregnancies, cephalic presentation, and no contraindications to vaginal delivery. Additionally, participants had an unfavourable cervix (Bishop’s &lt;6), intact membranes, and no signs of active labour or fetal distress.</p><p>Exclusion criteria: ruptured membranes, previous cesarean delivery or history of uterine surgery, and cephalopelvic disproportion.</p>",<p>25 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,<p>Mode of delivery</p>,"<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Saeed 2011,2011,PUB,26536989,<p>2-arm active-controlled randomised trial</p>,"<p>208 women</p><p>Inclusion criteria: women with a parity of four or less, gestation of 38 weeks or more, singleton fetus in cephalic presentation, and a Bishop score of 6 or less.</p><p>Exclusion criteria: women with a history of previous cesarean delivery, transverse lie, active herpes infection, placenta previa, severe intrauterine growth restriction (IUGR), multiple pregnancy, breech presentation, bad obstetrical history/intrauterine growth restriction (less than 10th percentile), pre-eclampsia, polyhydramnios, or oligohydramnios. Additionally, women with a Bishop score of 7 or more.</p>",<p>50 µg vaginal misoprostol Vs Vaginal dinoprostol</p>,"<p>Time from induction to delivery, mode of delivery, oxytocin augmentation, uterine rupture, uterine hyperstimulation, postpartum haemorrhage, and APGAR score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Saleem 2006,2006,PUB,26536991,<p>3-arm active-controlled randomised trial</p>,<p>226 women</p><p>Eligibility criteria: women with live singleton pregnancies and Bishop score &lt; 5 requiring induction of labour between 37 and 42 weeks gestation.</p>,<p>Vaginal dinoprostone Vs Balloon catheter Vs 50 µg vaginal misoprostol</p>,"<p>Mode of delivery, postpartum haemorrhage, and tachysystole.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Sayed Ahmed 2014,2014,PUB,26536993,<p>3-arm active-controlled randomised trial</p>,<p>141 women</p><p>Eligibility criteria: nulliparous women with singleton pregnancy and cephalic presentation at 41+ weeks of gestation with Bishop Score ≤ 6.</p>,<p>40 mg nitric oxide donor Vs 60 mg nitric oxide donor Vs 50 µg vaginal misoprostol</p>,"<p>Bishop score, side effects, and caesarean section.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Schneider 2004,2004,PUB,26536995,<p>2-arm active-controlled randomised trial</p>,<p>311 women</p><p>Eligibility criteria: women with medical and obstetrical complications of pregnancy</p>,<p>50 µg oral misoprostol Vs 25 µg vaginal misoprostol</p>,<p>Mode of delivery.</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
Shaheen 2014,2014,PUB,26536997,<p>2-arm active-controlled randomised trial</p>,"<p>106 women</p><p>Inclusion criteria: pregnant women aged 20-40, at 37-41 weeks of gestation with a live singleton fetus, who required induction of labour, were eligible for the study.</p><p>Exclusion criteria: grand multiparas, women with nonreassuring fetal status, any contraindication to vaginal birth and women with previous uterine surgery.</p>",<p>25 µg sublingual misoprostol Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, mode of delivery, oxytocin augmentation, uterine hyperstimulation, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Sharma 2005,2005,PUB,26536999,<p>3-arm active-controlled randomised trial</p>,"<p>65 women</p><p>Inclusion criteria: Primigravida at term with a vertex singleton pregnancy and unfavourable cervix (Bishop score ≤ 5).</p><p>Exclusion criteria: premature rupture of the fetal membrane, cephalopelvic disproportion, uterine scar, serious underlying medical disease or previous failed attempt at induction of labour in the current pregnancy.</p>",<p>Nitric oxide donor Vs intracervical dinoprostone Vs 50 µg vaginal misoprostol</p>,"<p>Bishop score, oxytocin augmentation, and mode of delivery.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Sheela 2015,2015,PUB,26537001,<p>2-arm active-controlled randomised trial</p>,"<p>women</p><p>Inclusion criteria: women at term (37–42 weeks’ gestation), admitted with singleton pregnancy and cephalic presentation, exhibiting a reassuring foetal heart rate (FHR) pattern, and having a medical or obstetric indication for induction.</p><p>Exclusion criteria: women with known hypersensitivity to PGs, previous caesarean delivery or other uterine surgeries, malpresentations, multiple gestation, and known contraindications to prostaglandins. Additionally, women with severe maternal or foetal compromise, where completion of the induction protocol was unlikely, such as severe pre-eclampsia.</p>",<p>50 µg sublingual misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Mode of delivery, time from induction to delivery, oxytocin augmentation, uterine hyperstimulation, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Shehata 2014,2014,PUB,26537003,<p>2-arm active-controlled randomised trial</p>,<p>100 women</p><p>Eligibility criteria: pregnant women whose gestational ages were beyond 41 weeks</p>,<p>25 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Mode of delivery, uterine hyperstimulation, and APGAR score.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Sheikher 2009,2009,PUB,26537005,<p>3-arm active-controlled randomised trial</p>,"<p>90 women</p><p>Inclusion criteria: first or second gravida with a single live fetus in cephalic presentation, indicating induction of labour (IOL) due to factors such as postdatism, chronic hypertension, congenital abnormalities, etc. Additionally, gestational age between 37-42 weeks, Bishop's score of 5 or less, and absence of uterine contractions</p><p>Exclusion criteria: previous uterine surgery, non-reassuring fetal heart rate tracing, intrauterine growth restriction (IUGR), oligohydramnios, placenta previa, multifetal pregnancy, fetal malpresentation, cord prolapse, any evidence of chorioamnionitis, active herpes, estimated fetal weight exceeding 4kg, and renal or hepatic disease.</p>",<p>50 µg oral misoprostol Vs 25 µg vaginal misoprostol Vs Balloon catheter</p>,"<p>Bishop score, time from induction to delivery, mode of delivery, oxytocin augmentation, APGAR score, and neonatal intensive care unit admission.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Shin 1997,1997,PUB,26537007,<p>2-arm active-controlled randomised trial</p>,"<p>203 women</p><p>Inclusion criteria: full-term pregnancies (gestational age &gt;37 weeks) with no abnormal findings on a singleton fetus, normal position, and a reactive non-stress test performed before admission, along with ruptured membranes.</p><p>Exclusion criteria: pregnant women with abnormal status, two or more previous deliveries, a history of cervical surgery, contraindications to the use of prostaglandins, or contraindications to vaginal delivery.</p>",<p>Oxytocin Vs 50 µg vaginal misoprostol</p>,"<p>Bishop score, oxytocin augmentation, time from induction to vaginal delivery, vaginal delivery within 24 hours, mode of delivery, uterine hyperstimulation, and APGAR score.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Shirazee 2018,2018,PUB,26537009,<p>2-arm active-controlled randomised trial</p>,"<p>200 women</p><p>Inclusion criteria: pregnant women at term/post dated</p><p>Exclusion criteria: prior uterine disruption, placenta praevia, cephalo-pelvic disproportion, active genital herpes infection, cervical cancer, multiple pregnancy, fetal macrosomia, severe hydrocephalus, malpresentation, and non-reassuring fetal status.</p>",<p>25 µg sublingual misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Mode of delivery, vaginal delivery within 24 hours, time from induction to delivery, oxytocin augmentation, uterine hyperstimulation with fetal heart rate changes, uterine rupture, postpartum haemorrhage, APGAR score, and neonatal intensive care unit admission</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Silva-Cruz 1988,1988,PUB,26537012,<p>2-arm active-controlled randomised trial</p>,"<p>50 women</p><p>Inclusion criteria: women with term pregnancy and presenting medical and/or obstetrical complications justifying induction of labour.</p><p>Exclusion criteria: women with foeto-pelvic disproportion, non-vertex presentation, twins, hydramnion, ruptured membranes or requiring major uterine surgery, and those with hepatic, renal or cardiac impairment. Also excluded were women who were in labour on admission and where there was evidence of foetal distress, diagnosed from cardiotocographic records.</p>",<p>Vaginal dinoprostone Vs Oxytocin</p>,"<p>Mode of delivery, time from induction to delivery, and APGAR score.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
SLCTR/2008/002,2008,PUB,26537014,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: women with singleton gestation in vertex presentation at greater than 28 weeks gestation and a Bishop’s score less than 6.</p><p>Exclusion criteria: antepartum rupture of membranes, antepartum bleeding, active genital herpes infection, fetal death, placenta praevia, previous induction or pre-induction agent during the pregnancy, and known allergy to misoprostol.</p>",<p>Balloon catheter Vs Vaginal misoprostol</p>,"<p>Time from induction to delivery/vaginal delivery, mode of delivery, maternal and neonatal morbidity, maternal death, adverse outcomes, postpartum haemorrhage, maternal satisfaction, perinatal death, APGAR score, and neonatal intensive care unit admission</p>",<p>Recruitment status: suspended<br>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Smith 1994,1994,PUB,26537016,<p>2-arm active-controlled randomised trial</p>,"<p>121 women</p><p>Eligibility criteria: All patients had a gestational age of at least 37 weeks, intact membranes, an unfavorable cervix (Bishop score ≤ 4) and a cephalic presentation. Women without spontaneous contractions and with either a reactive nonstress test or negative contraction stress test result were enrolled.</p>",<p>Vaginal dinoprostone Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Uterine hyperstimulation, caesarean section, side effects, and uterine hyperstimulation.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Solis 2015,2015,PUB,26537018,<p>2-arm active-controlled randomised trial</p>,"<p>91 women</p><p>Eligibility criteria: nulliparous women with an unfavorable bishop (less ≤ 6), and post-term pregnancies (more than 41+3 weeks of gestation), and without important maternal and fetal disease.</p>",<p>Controlled-release dinoprostone vaginal pessary Vs 25 µg vaginal misoprostol</p>,"<p>Time from induction to delivery, mode of delivery, and maternal and neonatal morbidity.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Sorokin 1992,1992,PUB,26537020,<p>2-arm placebo-controlled randomised trial</p>,"<p>18 women</p><p>Inclusion criteria: women with a singleton pregnancy at 37-39 weeks who were not in labour and had mild gestational hypertension (diastolic blood pressure 90-100 mmHg), intact membranes, vertex presentation, and Bishop scores less than 5</p><p>Exclusion criteria: women with grand multiparty, previous uterine surgery, or an absolute indication for delivery (severe preeclampsia, fetal distress).</p>",<p>Vaginal dinoprostone Vs Placebo</p>,<p>Fetal breathing and body movements</p>,"<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Stewart 1985,1985,PUB,26537024,<p>No information</p>,<p>No information</p>,<p>No information</p>,<p>No information</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
Steytler 1995,1995,PUB,26537026,<p>2-arm active-controlled randomised trial</p>,"<p>30 women</p><p>Inclusion criteria: patients scheduled for induction with an unfavourable cervix, a term singleton pregnancy, longitudinal lie, cephalic presentation, and intact membranes.</p><p>Exclusion criteria: women with a contraindication to prostaglandins, such as grand multiparity and uterine scar, fetal distress, a history of asthma and those patients with a contraindication to vaginal delivery.</p>",<p>100 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, mode of delivery, uterine hyperstimulation, and APGAR score.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Stitely 2000,2000,PUB,26537028,<p>2-arm placebo-controlled randomised trial</p>,"<p>60 women</p><p>Inclusion criteria: gravid patients with a gestational age estimated between 41 weeks and 41 weeks, 6 days, having a singleton gestation, intact membranes, a Bishop score of 4 or less, uterine contractions of less than eight per hour, cephalic presentation, an amniotic fluid index (AFI) over 5 cm, a reactive nonstress test, and a maternal age of at least 18 years but less than 50 years.</p><p>Exclusion criteria: multiple gestation, nonreactive nonstress test or amniotic fluid index (AFI) less than 5 cm, fetal malpresentation, estimated fetal weight over 4500 or under 2000 g as determined clinically or by ultrasonography, uterine contractions over nine per hour, ruptured membranes, placenta previa, vasa previa, or other unexplained vaginal bleeding, active herpes simplex lesion, hypersensitivity to prostaglandins, prior uterine surgery or previous cesarean delivery, evidence of intra-amniotic infection, severe asthma or cardiovascular disease, and renal or hepatic dysfunction.</p>",<p>25 µg vaginal misoprostol Vs Placebo</p>,"<p>Mode of delivery, APGAR score, and neonatal intensive care unit admission.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Suffecool 2014,2014,PUB,26537030,<p>2-arm active-controlled randomised trial</p>,"<p>62 women</p><p>Inclusion criteria: nulliparous pregnant women aged 18 years or older with the term (37 completed weeks or more) singleton gestations in vertex presentation, intact membranes, and a cervical Bishop score &lt; 6 who were admitted for cervical ripening and induction of labour.</p><p>Exclusion criteria: women with contraindications for a vaginal delivery (i.e., placenta previa, nonvertex presentation), presence of ruptured membranes, severe preeclampsia, suspected fetal growth restriction with abnormal Doppler studies, presence of a uterine scar, and a nonreassuring fetal heart tracing requiring immediate intervention.</p>",<p>Controlled-release dinoprostone vaginal pessary Vs Balloon catheter</p>,"<p>Time from induction to delivery, time from induction to vaginal delivery, mode of delivery, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Suvobrata 2011,2011,PUB,26537033,<p>2-arm active-controlled randomised trial</p>,<p>95 women</p><p>Eligibility criteria: nulliparous women with favourable cervix at term.</p>,<p>50 µg sublingual misoprostol Vs Oxytocin</p>,"<p>Vaginal delivery within 24 hours, time from induction to delivery, APGAR score, uterine rupture, and uterine hyperstimulation.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Tabasi 2020,2020,PUB,26537035,<p>3-arm active-controlled randomised trial</p>,"<p>195 women</p><p>Inclusion criteria: a live fetus with a cephalic presentation, a normal nonstress test, a gestational age of 37 weeks or more, fetal weight less than 4 kilograms, a Bishop score less than 5, absence of labour pains, and no contraindications for vaginal delivery.</p><p>Exclusion criteria: women with fetal distress, thick meconium-stained amniotic fluid, fever, chorioamnionitis, or vaginal bleeding before intervention.</p>",<p>25 µg vaginal misoprostol Vs Extra-amniotic saline infusion Vs Osmotic cervical dilator</p>,"<p>Bishop score, time from induction to delivery, and mode of delivery.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Tabatabie 2013,2013,PUB,26537038,<p>2-arm active-controlled randomised trial</p>,<p>100 women</p><p>Eligibility criteria: primigravida women</p>,<p>40 mg nitric oxide donor Vs Oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, and APGAR score.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Tabowei 2003,2003,PUB,26537040,<p>2-arm active-controlled randomised trial</p>,"<p>121 women</p><p>Inclusion criteria: women at term (between 37 and 42 completed weeks of pregnancy, with ultrasound-confirmed dates), presenting with a singleton foetus in cephalic presentation and a Bishop score of less than 4.</p><p>Exclusion criteria: rupture of membranes, placenta praevia, a non-reactive non-stress test, an estimated foetal weight exceeding 4000 grams, a prior uterine incision, parity exceeding 4, or a contraindication to prostaglandins.</p>",<p>25 µg vaginal misoprostol Vs Balloon catheter</p>,"<p>Mode of delivery, oxytocin augmentation, time from induction to delivery, uterine hyperstimulation, APGAR score, and neonatal intensive care unit admission.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Tan 2015,2015,PUB,26537042,<p>2-arm active-controlled randomised trial</p>,"<p>87 women</p><p>Inclusion criteria: women aged 21 to 40 years old with a singleton pregnancy, devoid of major fetal anomalies, eligible for vaginal delivery, and scheduled for planned induction of labour (IOL) between 37+0 and 41+6 weeks gestation.</p><p>Exclusion criteria: women experiencing spontaneous labour, cervical dilation of 3 cm or more, confirmed rupture of membranes, abnormal cardiotocogram (CTG), scarred uterus from previous caesarean section, malpresentation in labour, or indication for caesarean section delivery.</p>",<p>Balloon catheter Vs Vaginal dinoprostone</p>,"<p>Mode of delivery, oxytocin augmentation, time from induction to vaginal delivery, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Tariq 2015,2015,PUB,26537044,<p>2-arm active-controlled randomised trial</p>,"<p>154 women</p><p>Inclusion criteria: women aged 18 to 36, both primi and multigravida, with gestational age ranging from 37 to 41+6 weeks calculated by last menstrual period.</p><p>Exclusion criteria: women with a history of previous cesarean section, uterine anomalies, multiple pregnancies, or known sensitivity to prostaglandin analogues.</p>",<p>50 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Bishop score, mode of delivery, and time from induction to delivery.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Tayyba 2013,2013,PUB,26537046,<p>2-arm active-controlled randomised trial</p>,"<p>140 women</p><p>Inclusion criteria: women with obstetric or medical indications for labour induction, such as gestational age over 41 weeks (confirmed by 2nd-trimester ultrasound), prelabour rupture of membranes, chronic or gestational hypertension, mild eclampsia (defined as blood pressure &gt; 140/90 and &lt; 160/110mmHg with protein urea &gt; 300mg/l), and gestational diabetes without insulin treatment. Additionally, eligibility required a singleton live pregnancy at term with a cephalic presentation, absence of active labour, normal fetal heart rate tracing, and an unfavourable cervix (Bishop Score ≤ 6).</p><p>Exclusion criteria: women with hypersensitivity to prostaglandin, a history of previous caesarean section or other uterine surgery, chorioamnionitis or hyperthermia &gt; 38°C, the necessity for immediate birth, ultrasonically estimated oligohydramnios or polyhydramnios, suspicion of fetal malformation, macrosomia or growth restriction, and parity &gt;5.</p>",<p>50 µg sublingual misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Mode of delivery, oxytocin augmentation, uterine hyperstimulation, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Teimouri 2018,2018,PUB,26537048,<p>2-arm active-controlled randomised trial</p>,"<p>148 women</p><p>Inclusion criteria: women with full-term (≥ 37 weeks) pregnancies eligible for vaginal labour induction, possessing an unfavourable cervix with a Bishop score of ≤ 4.</p><p>Exclusion criteria: women with a history of past uterine surgery or the presence of intrauterine devices (IUDs), sensitivity to misoprostol, systemic or local infections, known underlying diseases such as diabetes or hypertension, and any type of uterine abnormality.</p>",<p>40 mg nitric oxide donor Vs 25 µg vaginal misoprostol</p>,<p>Time from induction to delivery and side effects</p>,"<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Tessier 1997,1997,PUB,26537050,<p>2-arm active-controlled randomised trial</p>,<p>267 women</p><p>Eligibility criteria: women with an indication for induction of labour.</p>,<p>50 µg oral misoprostol Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, uterine hyperstimulation, fetal distress, and mode of delivery.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Thach 2000,2000,PUB,26537052,<p>2-arm active-controlled randomised trial</p>,<p>172 women</p><p>Eligibility criteria: women with premature rupture of membrane at term and unfavourable cervix.</p>,<p>25 µg vaginal misoprostol Vs Oxytocin</p>,<p>Time from induction to vaginal delivery and chorioamnionitis.</p>,<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Thapa 2020,2020,PUB,26537054,<p>2-arm active-controlled randomised trial</p>,"<p>709 women</p><p>Inclusion criteria: women with a gestational period of 41 weeks or more who did not meet any exclusion criteria necessitating labour induction.</p><p>Exclusion criteria: women with hypertension, diabetes, ruptured membranes, intrauterine death, or any other conditions such as multiple pregnancy, previous cesarean section, and non-cephalic presentations</p>",<p>Balloon catheter plus misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Mode of delivery, time from induction to delivery, uterine hyperstimulation, postpartum haemorrhage, and APGAR score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Thiery 1984,1984,PUB,26537056,<p>3-arm controlled randomised trial</p>,"<p>121 women</p><p>Eligibility criteria: women ages of 16-35 years, in good health, having a normal pregnancy at term (38-42 weeks gestation), with a singleton fetus in vertex presentation, an intact uterus, no contraindications for labour induction and vaginal delivery, not in labour, intact membrane, Bishop score 5 or less, and no contraindications with prostaglandins.</p>",<p>Vaginal dinoprostone (gel) + placebo (tablet) Vs Vaginal dinoprostone (tablet) + placebo (gel) Vs Placebo (gel and tablet)</p>,"<p>Bishop score, time from induction to delivery, mode of delivery, side effects, postpartum haemorrhage, uterine hyperstimulation, and APGAR score.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Thomas 2000,2000,PUB,26537058,<p>2-arm controlled randomised trial</p>,"<p>27 women</p><p>Eligibility criteria: women with term prelabor spontaneous ruptured membranes, reassuring fetal status and vertex presentation</p>",<p>50 µg vaginal misoprostol Vs Placebo</p>,"<p>Time from induction to delivery, oxytocin augmentation, mode of delivery, and chorioamnionits.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Tiwari 2011,2011,PUB,26537060,<p>2-arm active-controlled randomised trial</p>,"<p>400 women</p><p>Inclusion criteria: singleton vertex pregnancy at ≥ 37 wk with an indication for induction, parity &lt; 5, and an unfavorable cervix.</p><p>Exclusion criteria: women with multiple gestation, malpresentation, previous cesarean delivery, and grandmultiparity.</p>",<p>25 µg vaginal misoprostol Vs 25 µg sublingual misoprostol</p>,"<p>Mode of delivery, time from induction to delivery, oxytocin augmentation, uterine hyperstimulation, and adverse neonatal outcomes.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Toshniwal 2022,2022,PUB,26537062,<p>2-arm active-controlled randomised trial</p>,"<p>110 women</p><p>Inclusion criteria: singleton gestation with vertex presentation, gestation over 39 weeks, Bishop’s score less than 6, no contraindication for normal vaginal delivery, and low-risk pregnancy were the inclusion criteria, particularly targeting post-term pregnancies.</p><p>Exclusion criteria: high-risk pregnancy conditions such as hypertensive disorders or gestational diabetes, placenta previa, known allergy to misoprostol, severe intrauterine growth restriction, previous uterine scar, severe oligohydramnios, cephalopelvic disproportion (CPD), prolonged premature rupture of membranes (PROM) exceeding 12 hours, and abnormal non-stressed test (NST) and Doppler findings on admission were among the exclusion criteria.</p>",<p>25 µg vaginal misoprostol Vs Balloon catheter plus misoprostol</p>,"<p>Bishop score, mode of delivery, time from induction to delivery, uterine rupture, postpartum haemorrhage, neonatal death, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Trofatter 2013,2013,PUB,26537064,<p>2-arm active-controlled randomised trial</p>,"<p>1360 women</p><p>Eligibility criteria: pregnant women, aged 18 years or older and &gt; 36 weeks' gestation, requiring cervical ripening before induction of labour (baseline modified Bishop score &lt; 4).</p>",<p>Controlled-release misoprostol vaginal pessary Vs Controlled-release dinoprostone vaginal pessary</p>,<p>Time from induction to delivery and mode of delivery.</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
Tulek 2019,2019,PUB,26537066,<p>2-arm active-controlled randomised trial</p>,"<p>80 women</p><p>Eligibility criteria: women with singleton pregnancies, gestational ages between 37 and 41 weeks, and intact membranes along with unfavourable cervices.</p>",<p>Oxytocin Vs Balloon catheter</p>,"<p>Time from induction to delivery, mode of delivery, pain, Bishop score, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Ugwu 2013,2013,PUB,26537068,<p>3-arm active-controlled randomised trial</p>,"<p>150 women</p><p>Inclusion criteria: women with singleton gestation at term (37 completed weeks or more) were included if they had a cephalic presentation, intact fetal membranes, an unfavourable Bishop’s score (5 or less), and a normal fetal heart rate.</p><p>Exclusion criteria: multiple gestation, malpresentation, fetal heart rate abnormality, macrosomia, cephalopelvic disproportion, placenta previa, unexplained vaginal bleeding, active genital herpes infection, known allergy to prostaglandin preparations, contraindications to receiving prostaglandin (including a history of glaucoma), certain medical conditions in pregnancy such as pre-existing cardiac or cardiovascular disease, renal disease, hepatic dysfunction, or clotting disorder, suspected chorioamnionitis, previous caesarean delivery or uterine surgery, and grand multiparity</p>",<p>Balloon catheter plus misoprostol Vs Balloon catheter Vs 25 µg vaginal misoprostol</p>,"<p>Time from induction to delivery, mode of delivery, oxytocin augmentation, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Urban 2019,2019,PUB,26537070,<p>2-arm active-controlled randomised trial</p>,<p>200 women</p><p>Eligibility criteria: women with a Bishop Score ≤ 3</p>,<p>25 µg vaginal misoprostol Controlled-release dinoprostone vaginal pessary</p>,<p>Characterization of uterine response based on vasoactive peptide and flow volume</p>,<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Vaisanen-Tommiska 2008,2008,PUB,26537072,<p>2-arm placebo-controlled randomised trial</p>,<p>40 women</p><p>Eligibility criteria: nulliparous women postterm</p>,<p>Nitric oxide donor Vs Placebo</p>,<p>Time from induction to delivery.</p>,<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Valdés Amador 2007,2007,PUB,26537074,<p>2-arm active-controlled randomised trial</p>,"<p>300 women</p><p>Inclusion criteria: Pregnant women with diabetes, aged 18 years or older, were included if they had medical or obstetric indications for induction of labour, a single pregnancy, cephalic presentation, a reactive fetal heart rate pattern, and fewer than 8 uterine contractions in 1 hour.</p><p>Exclusion criteria: premature rupture of membranes; fetal distress, indicated by changes in fetal heart rate in term pregnancies with an unfavourable uterine cervix and the presence of meconium and an amniotic fluid index ≤ 5, presence of thick meconium, estimated fetal weight ≥ 4,200 g, suspected cephalopelvic disproportion, unexplained genital/placenta previa or bleeding, vasa previa, active herpes simplex infection, contraindication or allergy to receive prostaglandins, hepatic or renal dysfunction, previous uterine scar, severely restricted intrauterine growth, and clinical suspicion of chorioamnionitis.</p>",<p>50 µg sublingual misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Vaginal delivery within 24 hours, mode of delivery, time from induction to delivery, Bishop score, APGAR score, and neonatal intensive care unit admission.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
van Dessel 1991,1991,PUB,26537076,<p>No information</p>,<p>No information</p>,<p>No information</p>,<p>No information</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
